intern_id,lat,lon,alt_netatmo,alt_meritdem,city,city_id,lcz
27259,51.2856586,7.23257169999999,201,202.144897460938,Wuppertal,2276,6
27260,51.287831,7.232087,192,195.968536376953,Wuppertal,2276,5
27261,51.2849578,7.2500612,207,206.72575378418,Wuppertal,2276,6
27262,51.275731,7.252685,211,210.286102294922,Wuppertal,2276,5
27263,51.274337,7.255407,232,234.031936645508,Wuppertal,2276,6
27264,51.273886,7.281214,318,313.831573486328,Schwelm,2276,11
27265,51.2871083,7.2808601,214,214.982223510742,Ennepe-Ruhr-Kreis,2276,6
27266,51.280409,7.294057,260,262.753143310547,Ennepe-Ruhr-Kreis,2276,6
27267,51.283944,7.304409,270,268.442687988281,Ennepe-Ruhr-Kreis,2276,6
27269,51.2876225870103,7.3544480126036,323,324.651062011719,Ennepe-Ruhr-Kreis,2276,6
27270,51.2850021817709,7.35781037912758,333,328.531585693359,Ennepe-Ruhr-Kreis,2276,9
27272,51.277587,7.522499,254,255.374298095703,Hagen,2276,11
27273,51.283209,7.531311,185,183.381637573242,Hagen,2276,9
27274,51.282181,7.7727,366,369.969360351562,Märkischer Kreis,2276,6
27275,51.283561,7.787532,327,326.840484619141,Neuenrade,2276,6
27276,51.283968,7.79093,316,318.196838378906,Neuenrade,2276,6
27277,51.2870528035167,7.79032957885406,336,335.520355224609,Neuenrade,2276,6
27279,51.2832847400949,7.79864178891603,317,314.901031494141,Märkischer Kreis,2276,6
27280,51.301893,6.354571,36,39.400577545166,Kreis Viersen,2276,6
27281,51.2937927246094,6.37389278411865,34,36.0525398254395,Kreis Viersen,2276,6
27282,51.2942357,6.37462900000003,34,35.3109016418457,Kreis Viersen,2276,6
27283,51.303785,6.418575,36,36.6456489562988,Tönisvorst,2276,6
27284,51.296373,6.426476,38,38.0216979980469,Kreis Viersen,2276,6
27286,51.297483,6.499216,42,40.3249282836914,Krefeld,2276,6
27287,51.297871,6.570931,38,40.9369812011719,Krefeld,2276,9
27288,51.300164,6.58596,43,43.1988945007324,Krefeld,2276,6
27289,51.3060075,6.57901390000006,41,42.1579666137695,Krefeld,2276,6
27290,51.294061,6.589593,39,41.6865425109863,Krefeld,2276,6
27292,51.301167,6.585354,42,42.851203918457,Kutterheide,2276,6
27295,51.2939280003416,6.59080982208252,40,42.2706756591797,Krefeld,2276,6
27296,51.3014448,6.5971933,42,43.624137878418,Krefeld,2276,6
27297,51.295132,6.614222,35,38.0376815795898,Krefeld,2276,9
27299,51.30204,6.677788,35,35.5408325195312,Rhein-Kreis Neuss,2276,6
27300,51.29666,6.679226,30,32.202766418457,Rhein-Kreis Neuss,2276,14
27301,51.3056104416619,6.68594017658722,33,35.1043128967285,Rhein-Kreis Neuss,2276,6
27302,51.3060250953024,6.69325767369407,35,34.8671646118164,Rhein-Kreis Neuss,2276,6
27303,51.294946,6.739793,36,36.8759765625,Dusseldorf,2276,6
27304,51.298793,6.738943,32,34.2394218444824,Dusseldorf,2276,6
27305,51.3017129,6.74091339999995,39,37.3614959716797,Dusseldorf,2276,6
27308,51.3039975671319,6.75103215956568,38,38.8365211486816,Dusseldorf,2276,6
27309,51.302692,6.752047,37,37.9328193664551,Dusseldorf,2276,6
27310,51.298404,6.759274,38,38.356201171875,Dusseldorf,2276,6
27311,51.3012612,6.76075279999998,39,38.0294723510742,Dusseldorf,2276,6
27312,51.294705,6.822052,48,44.0094909667969,Kreis Mettmann,2276,6
27313,51.3002433,6.8119123,44,44.0412216186523,Kreis Mettmann,2276,6
27314,51.293435,6.827366,50,46.5458908081055,Kreis Mettmann,2276,6
27315,51.300508,6.842293,0,51.6654167175293,Kreis Mettmann,2276,6
27317,51.2944982,6.8544082,58,60.640438079834,Kreis Mettmann,2276,6
27318,51.2952919006348,6.84522485733032,50,54.6440849304199,Kreis Mettmann,2276,5
27319,51.300524,6.844749,53,56.460033416748,Kreis Mettmann,2276,6
27320,51.299352,6.846203,58,55.6298599243164,Kreis Mettmann,2276,6
27321,51.2970068227814,6.84955481639395,63,62.6166381835938,Kreis Mettmann,2276,2
27322,51.300511,6.854188,69,70.4730911254883,Kreis Mettmann,2276,6
27323,51.3029975891113,6.85223960876465,63,63.3555183410645,Kreis Mettmann,2276,6
27324,51.301189,6.853081,68,68.7551727294922,Kreis Mettmann,2276,6
27327,51.295778,6.859263,68,69.6827774047852,Kreis Mettmann,2276,6
27328,51.297498,6.861022,71,74.0543365478516,Kreis Mettmann,2276,6
27329,51.2999939331093,6.86221274949153,77,79.1370010375977,Kreis Mettmann,2276,6
27330,51.300125,6.863284,77,78.2737884521484,Kreis Mettmann,2276,6
27331,51.3021089938836,6.86179106190184,77,77.8236618041992,Kreis Mettmann,2276,6
27332,51.297023,6.866808,68,69.89208984375,Kreis Mettmann,2276,5
27334,51.2984823,6.86790429999996,67,69.2642211914062,Kreis Mettmann,2276,6
27335,51.296509,6.873742,76,75.6241149902344,Kreis Mettmann,2276,6
27336,51.298719,6.873259,75,76.0905380249023,Kreis Mettmann,2276,6
27337,51.298554,6.875752,79,79.5177154541016,Kreis Mettmann,2276,6
27338,51.292614,6.89424200000006,114,116.969177246094,Kreis Mettmann,2276,9
27339,51.297405,6.919938,142,143.983291625977,Kreis Mettmann,2276,6
27340,51.3001881,6.9516149,136,139.121551513672,Kreis Mettmann,2276,9
27341,51.2939491271973,6.96213006973267,170,172.469818115234,Kreis Mettmann,2276,9
27342,51.3023906405364,6.98927879333496,163,165.729629516602,Wülfrath,2276,14
27343,51.300633,7.086613,232,232.303405761719,Kreis Mettmann,2276,6
27344,51.3004989624023,7.09140014648438,185,187.911422729492,Kreis Mettmann,2276,6
27345,51.30373,7.087301,185,193.480209350586,Kreis Mettmann,2276,6
27346,51.300202,7.092938,198,201.176879882812,Kreis Mettmann,2276,6
27348,51.305683,7.099828,219,217.603713989258,Kreis Mettmann,2276,6
27349,51.294011,7.155746,297,296.977447509766,Wuppertal,2276,6
27350,51.293279,7.157071,304,305.315979003906,Wuppertal,2276,6
27351,51.2996009,7.1545171,267,266.241271972656,Wuppertal,2276,6
27352,51.2998328490217,7.15518857159725,270,270.311340332031,Wuppertal,2276,6
27354,51.2985793394483,7.1643275999094,304,305.378753662109,Wuppertal,2276,6
27356,51.2949057753409,7.19162926074262,302,298.03662109375,Wuppertal,2276,12
27357,51.3002172694681,7.20786809921265,296,295.462310791016,Wuppertal,2276,6
27358,51.300578,7.210199,297,300.20751953125,Wuppertal,2276,6
27359,51.30137,7.2120466,304,308.681610107422,Wuppertal,2276,6
27360,51.292035,7.279288,200,200.792526245117,Ennepe-Ruhr-Kreis,2276,6
27361,51.293545,7.284337,212,212.140380859375,Ennepe-Ruhr-Kreis,2276,6
27364,51.299531,7.327972,254,256.125579833984,Ennepe-Ruhr-Kreis,2276,6
27365,51.305318,7.3375,258,256.542724609375,Gevelsberg,2276,6
27366,51.291927,7.34577,227,224.624893188477,Ennepe-Ruhr-Kreis,2276,6
27367,51.2971298,7.35330350000004,205,196.92805480957,Ennepe-Ruhr-Kreis,2276,5
27368,51.2953168,7.3596228,235,237.595489501953,Ennepe-Ruhr-Kreis,2276,6
27370,51.303111,7.359047,278,282.122924804688,Ennepe-Ruhr-Kreis,2276,6
27374,51.2907732,7.521369,171,171.092956542969,Hagen,2276,11
27375,51.3003926,7.53442960000007,209,205.382141113281,Hagen,2276,6
27376,51.305573,7.618326,485,481.311706542969,Nachrodt-Wiblingwerde,2276,6
27377,51.305622,7.618685,483,481.311706542969,Nachrodt-Wiblingwerde,2276,6
27378,51.3046715,7.6678377,165,163.851989746094,Märkischer Kreis,2276,6
27379,51.2947006225586,7.67339992523193,167,166.112319946289,Märkischer Kreis,2276,5
27381,51.3021016,7.75065799999993,372,376.051971435547,Märkischer Kreis,2276,6
27382,51.2952006,7.75345670000002,380,382.423309326172,Altena,2276,11
27384,51.3302459624391,6.3745712102369,33,33.5214385986328,Grefrath,2276,6
27385,51.306315,6.423652,35,36.694263458252,Tönisvorst,2276,6
27386,51.323352,6.476202,38,39.1771926879883,Kreis Viersen,2276,6
27387,51.3157787,6.4634064,40,39.2037391662598,Tönisvorst,2276,6
27388,51.3263015,6.4908449,37,39.4746055603027,Tönisvorst,2276,6
27389,51.324542,6.497623,39,41.0043411254883,Tönisvorst,2276,6
27391,51.31768,6.48130000000003,38,38.9640846252441,Tönisvorst,2276,6
27392,51.3199920654297,6.48388910293579,41,41.1136093139648,Tönisvorst,2276,6
27393,51.3209640684773,6.48810803890228,40,40.3386344909668,Kreis Viersen,2276,6
27394,51.32065,6.49106000000006,43,41.3834609985352,Tönisvorst,2276,6
27395,51.321412,6.49066,39,40.959285736084,Tönisvorst,2276,6
27396,51.317619,6.49762600000003,40,40.9209251403809,Kreis Viersen,2276,6
27397,51.319476,6.50042,39,40.8201789855957,Tönisvorst,2276,6
27398,51.325574,6.508477,39,41.5037612915039,Kreis Viersen,2276,6
27400,51.313634097992,6.50958869542625,40,40.9739646911621,Tönisvorst,2276,6
27401,51.326356,6.539138,40,41.5634422302246,Krefeld,2276,5
27402,51.326804,6.538329,39,41.7024421691895,Krefeld,2276,6
27403,51.324553,6.551455,39,41.5058784484863,Krefeld,2276,6
27404,51.330919,6.543469,41,42.5115089416504,Krefeld,2276,6
27407,51.319728,6.539847,39,42.0821838378906,Krefeld,2276,6
27412,51.3333015441895,6.56829977035522,43,44.7287864685059,Krefeld,2276,2
27413,51.331901550293,6.57170009613037,43,44.3903541564941,Krefeld,2276,5
27414,51.314733,6.556783,38,41.5174751281738,Krefeld,2276,5
27418,51.3270046,6.5952363,35,37.9244613647461,Krefeld,2276,8
27419,51.3256879,6.602667,33,36.5475120544434,Krefeld,2276,6
27420,51.33009172,6.59271461000003,36,37.5703201293945,Krefeld,2276,8
